Age,Gender,Occupation,Monthly_Income
43,Female,Retired,38554
22,Other,Retired,41588
21,Female,Retired,34170
42,Female,Self-Employed,50683
62,Male,Retired,53236
62,Male,Self-Employed,60022
39,Other,Retired,60870
30,Female,Retired,59929
40,Male,Working Professional,71348
50,Female,Student,65864
42,Female,Self-Employed,55599
27,Female,Retired,42110
35,Female,Working Professional,54899
44,Female,Student,58942
43,Male,Student,38422
59,Other,Self-Employed,63377
19,Other,Self-Employed,40026
27,Male,Self-Employed,67463
37,Female,Self-Employed,61613
55,Male,Student,46765
20,Female,Working Professional,63798
27,Female,Self-Employed,48660
45,Male,Working Professional,52393
36,Male,Student,51919
34,Female,Working Professional,45576
61,Female,Retired,64552
61,Male,Self-Employed,40296
40,Female,Student,32815
45,Male,Working Professional,33067
44,Male,Working Professional,73621
49,Male,Student,45507
55,Female,Self-Employed,51127
29,Male,Self-Employed,69997
37,Male,Self-Employed,30773
23,Female,Working Professional,32846
20,Male,Student,60897
20,Female,Retired,59564
40,Female,Self-Employed,58801
26,Female,Self-Employed,61854
50,Male,Self-Employed,40087
53,Male,Working Professional,63627
29,Male,Student,51070
43,Female,Retired,45673
54,Female,Working Professional,62604
27,Female,Working Professional,52961
61,Female,Working Professional,52607
28,Male,Student,62416
36,Male,Self-Employed,82928
22,Male,Student,42949
41,Male,Retired,42121
52,Male,Retired,43119
45,Male,Student,53665
47,Female,Retired,36862
36,Male,Self-Employed,60439
23,Male,Student,28197
62,Male,Retired,37384
56,Female,Retired,62451
36,Male,Retired,51584
48,Female,Student,41899
61,Female,Student,75463
28,Male,Retired,61250
34,Female,Student,35996
34,Female,Self-Employed,37117
32,Female,Self-Employed,69135
23,Female,Working Professional,67854
49,Female,Student,44815
57,Male,Self-Employed,63689
28,Female,Self-Employed,40172
30,Female,Retired,71426
34,Male,Self-Employed,34783
45,Male,Working Professional,72238
35,Male,Retired,19114
45,Female,Student,42886
33,Female,Retired,8000
53,Male,Student,50944
57,Female,Student,42693
37,Female,Working Professional,35436
56,Male,Working Professional,43828
44,Female,Student,51447
57,Female,Student,49485
50,Female,Student,70425
19,Female,Retired,37047
30,Female,Working Professional,42220
19,Female,Working Professional,61785
54,Female,Retired,53933
22,Male,Retired,35842
23,Male,Working Professional,54134
49,Female,Self-Employed,57102
41,Male,Working Professional,77568
34,Male,Retired,38452
26,Male,Self-Employed,71656
57,Female,Retired,64123
57,Female,Student,54967
19,Female,Retired,55274
26,Male,Retired,44284
23,Male,Retired,45448
36,Other,Working Professional,48533
50,Male,Retired,61012
36,Female,Working Professional,57278
50,Male,Retired,46110
62,Male,Self-Employed,61473
47,Male,Self-Employed,70165
56,Female,Retired,36856
30,Female,Student,58189
35,Female,Retired,55311
19,Female,Self-Employed,43416
20,Female,Working Professional,38793
23,Male,Student,12690
45,Male,Self-Employed,68375
30,Female,Retired,32620
37,Female,Retired,18523
49,Male,Retired,42501
48,Male,Self-Employed,40560
26,Male,Working Professional,59205
20,Male,Student,43555
48,Male,Student,39518
32,Male,Working Professional,29148
21,Female,Self-Employed,68872
34,Male,Retired,42363
62,Female,Self-Employed,33933
48,Male,Retired,39663
46,Female,Student,68799
28,Male,Working Professional,57806
49,Female,Working Professional,43402
57,Female,Student,46247
20,Female,Retired,41351
18,Female,Working Professional,36527
25,Female,Student,57755
58,Male,Self-Employed,74569
34,Female,Self-Employed,56241
25,Female,Student,50717
60,Female,Working Professional,53257
50,Male,Student,84447
43,Female,Retired,57878
19,Female,Self-Employed,45578
64,Female,Student,65537
46,Female,Student,51281
32,Male,Self-Employed,13701
47,Male,Student,46345
61,Male,Working Professional,42479
63,Female,Working Professional,35285
29,Male,Retired,36564
19,Male,Working Professional,24483
38,Female,Self-Employed,50369
46,Female,Student,25942
46,Female,Retired,61524
33,Male,Student,35115
48,Female,Self-Employed,22372
50,Female,Retired,47496
19,Female,Retired,49793
61,Male,Retired,49072
21,Male,Student,48034
56,Female,Student,83537
22,Female,Working Professional,71278
19,Male,Self-Employed,22499
62,Male,Retired,28943
25,Female,Working Professional,46634
53,Female,Retired,39167
23,Male,Retired,70080
58,Male,Student,53768
27,Male,Student,40270
53,Male,Self-Employed,53186
21,Male,Working Professional,25356
56,Female,Working Professional,50369
31,Female,Self-Employed,26120
29,Female,Self-Employed,57168
64,Male,Student,77667
34,Male,Self-Employed,34973
38,Female,Working Professional,30160
30,Female,Student,42791
50,Female,Working Professional,42502
30,Male,Self-Employed,25681
62,Female,Student,27591
26,Female,Student,23310
37,Male,Self-Employed,39433
61,Male,Retired,46147
57,Female,Self-Employed,65997
18,Female,Student,62298
30,Female,Retired,51344
39,Male,Self-Employed,46959
30,Other,Student,35642
52,Male,Student,49047
18,Female,Working Professional,47511
63,Female,Self-Employed,40674
50,Female,Working Professional,53028
22,Male,Working Professional,44041
47,Female,Retired,28990
22,Female,Retired,37200
60,Female,Student,51620
42,Male,Self-Employed,48454
43,Male,Working Professional,23270
36,Male,Working Professional,55378
29,Male,Self-Employed,59064
25,Male,Self-Employed,41861
27,Male,Self-Employed,31990
35,Female,Working Professional,40767
58,Male,Working Professional,42020
28,Male,Working Professional,37944
47,Female,Self-Employed,54981
22,Female,Retired,21677
41,Male,Working Professional,50266
62,Male,Student,40929
30,Male,Working Professional,32636
53,Female,Self-Employed,57175
44,Male,Working Professional,49065
49,Female,Self-Employed,50682
31,Male,Self-Employed,50056
58,Other,Working Professional,68587
19,Female,Student,40931
21,Female,Working Professional,42635
28,Female,Self-Employed,10319
59,Female,Student,43447
54,Female,Self-Employed,20326
55,Male,Self-Employed,60740
54,Male,Working Professional,75487
30,Male,Retired,28894
26,Male,Self-Employed,56072
59,Female,Working Professional,90336
44,Male,Self-Employed,24688
19,Female,Self-Employed,60116
64,Female,Self-Employed,53740
44,Male,Retired,25599
29,Male,Self-Employed,38267
29,Female,Student,58990
20,Male,Working Professional,44834
43,Female,Student,57356
32,Male,Working Professional,29636
44,Female,Student,69661
62,Male,Student,66335
52,Female,Self-Employed,47766
30,Female,Self-Employed,50521
22,Male,Retired,57891
60,Male,Student,37408
34,Female,Self-Employed,56898
36,Female,Retired,62048
37,Female,Self-Employed,27758
40,Female,Working Professional,49582
29,Female,Working Professional,25044
49,Male,Working Professional,63918
46,Male,Working Professional,58974
22,Female,Student,74376
60,Male,Working Professional,44564
19,Male,Student,70319
23,Other,Self-Employed,59878
38,Male,Self-Employed,48690
52,Male,Retired,76052
32,Female,Retired,75789
35,Male,Student,59672
64,Male,Self-Employed,53423
19,Male,Student,55990
22,Other,Self-Employed,65010
54,Male,Self-Employed,47350
58,Other,Student,20630
23,Male,Student,60637
59,Male,Retired,56291
36,Male,Student,41717
33,Male,Self-Employed,34549
29,Female,Working Professional,39597
41,Male,Retired,73136
26,Male,Working Professional,48307
20,Female,Student,47953
34,Male,Working Professional,52018
47,Female,Working Professional,78180
44,Male,Self-Employed,50045
41,Male,Working Professional,59620
59,Male,Self-Employed,50566
56,Male,Student,20825
24,Female,Working Professional,31906
26,Female,Retired,38304
33,Male,Working Professional,55760
28,Female,Working Professional,62440
26,Male,Self-Employed,52786
18,Female,Working Professional,41663
61,Female,Student,54048
52,Female,Working Professional,52048
37,Male,Student,66360
25,Male,Working Professional,69311
24,Male,Self-Employed,78256
54,Male,Working Professional,60477
54,Male,Self-Employed,55181
37,Female,Retired,44225
22,Male,Working Professional,34645
29,Female,Student,28080
38,Male,Retired,38685
37,Female,Student,39922
22,Male,Working Professional,40921
40,Female,Self-Employed,56355
24,Female,Self-Employed,28661
18,Male,Student,50069
42,Female,Student,42808
36,Female,Student,84030
19,Female,Self-Employed,68757
29,Male,Retired,54724
59,Male,Self-Employed,20817
42,Female,Working Professional,58479
49,Female,Student,38796
60,Male,Self-Employed,9767
35,Male,Working Professional,27425
48,Male,Working Professional,54518
61,Female,Working Professional,32290
26,Female,Self-Employed,51214
38,Female,Retired,29715
56,Male,Working Professional,57551
24,Female,Retired,70755
30,Male,Retired,64816
37,Male,Working Professional,32337
30,Female,Self-Employed,54094
45,Male,Student,45851
54,Female,Working Professional,46542
42,Male,Retired,75994
63,Male,Retired,80515
62,Male,Working Professional,53719
43,Male,Working Professional,45264
61,Male,Retired,66709
50,Male,Retired,67925
57,Female,Retired,33947
57,Female,Retired,35611
44,Female,Student,53877
32,Male,Self-Employed,55102
20,Other,Self-Employed,42383
46,Male,Retired,51993
48,Male,Self-Employed,60572
57,Male,Student,51656
35,Male,Self-Employed,39796
41,Female,Self-Employed,44812
56,Female,Self-Employed,35055
61,Female,Student,66344
64,Male,Retired,53690
25,Female,Working Professional,45797
46,Female,Student,33611
54,Male,Working Professional,55425
54,Female,Working Professional,41024
26,Male,Retired,54129
62,Male,Working Professional,67304
47,Male,Working Professional,92237
32,Male,Working Professional,46635
57,Male,Student,40997
29,Male,Working Professional,68191
58,Female,Retired,58206
44,Male,Self-Employed,40475
64,Female,Working Professional,42910
64,Female,Self-Employed,61460
48,Female,Working Professional,46462
30,Female,Self-Employed,48900
32,Female,Student,63423
22,Male,Retired,55234
59,Female,Working Professional,40535
42,Female,Retired,51220
29,Female,Self-Employed,32579
26,Female,Working Professional,37571
43,Female,Working Professional,36322
54,Male,Student,44630
26,Male,Working Professional,45287
22,Male,Retired,59989
63,Female,Student,55189
24,Female,Self-Employed,40698
58,Male,Working Professional,15482
48,Male,Student,32601
61,Female,Working Professional,17686
54,Female,Retired,27531
24,Female,Student,62066
22,Female,Working Professional,54679
34,Female,Student,55286
28,Male,Student,65581
54,Female,Self-Employed,51580
53,Male,Self-Employed,31149
44,Male,Working Professional,58159
18,Other,Student,69085
18,Female,Working Professional,41158
31,Male,Student,72134
45,Male,Retired,32840
58,Female,Self-Employed,68774
18,Female,Student,43690
25,Female,Working Professional,73987
62,Female,Student,56542
58,Male,Working Professional,61403
64,Female,Self-Employed,51311
60,Female,Working Professional,53670
43,Male,Retired,63393
53,Female,Student,51554
46,Female,Student,40746
57,Male,Retired,54808
62,Other,Retired,30265
21,Male,Student,30253
59,Male,Student,41783
19,Male,Self-Employed,61441
47,Female,Self-Employed,36353
64,Female,Student,47209
37,Female,Working Professional,23202
47,Female,Self-Employed,10278
35,Female,Retired,62240
47,Female,Retired,54482
63,Male,Retired,60706
52,Other,Student,63859
18,Male,Student,44196
20,Female,Student,59415
40,Male,Retired,69970
62,Male,Working Professional,51142
57,Male,Working Professional,81257
39,Female,Working Professional,44593
61,Male,Retired,48765
32,Female,Self-Employed,46017
58,Male,Student,37433
33,Female,Student,61556
44,Female,Self-Employed,41210
49,Male,Retired,80667
51,Male,Working Professional,52988
59,Other,Retired,65722
29,Female,Working Professional,70934
35,Female,Working Professional,21687
35,Male,Student,50097
21,Female,Student,39270
51,Male,Self-Employed,38870
56,Female,Retired,50257
36,Other,Self-Employed,47152
60,Male,Student,43158
62,Male,Working Professional,68922
48,Female,Student,68497
48,Male,Student,43344
59,Male,Working Professional,48027
37,Female,Retired,39880
37,Male,Retired,63211
49,Female,Student,68914
37,Female,Self-Employed,57716
33,Male,Student,32360
36,Female,Working Professional,41991
48,Other,Self-Employed,66060
30,Male,Working Professional,76470
37,Other,Self-Employed,67275
60,Male,Working Professional,54795
29,Female,Retired,54775
64,Male,Student,56480
43,Female,Retired,47072
52,Male,Retired,65800
58,Male,Self-Employed,62916
27,Female,Self-Employed,48635
29,Male,Self-Employed,37571
41,Female,Student,43189
26,Female,Retired,29920
22,Female,Student,30164
48,Female,Working Professional,72779
51,Female,Retired,20624
62,Male,Student,61553
28,Female,Working Professional,41285
26,Male,Self-Employed,10933
39,Female,Self-Employed,29060
57,Female,Working Professional,22162
64,Male,Retired,47351
45,Female,Working Professional,67540
33,Female,Working Professional,37254
27,Male,Student,62687
51,Male,Retired,27369
32,Female,Retired,49736
35,Male,Working Professional,48481
62,Female,Retired,70002
48,Female,Self-Employed,69833
22,Female,Self-Employed,48846
50,Male,Self-Employed,56223
46,Female,Self-Employed,55067
20,Male,Self-Employed,63276
40,Female,Working Professional,22427
27,Female,Working Professional,41536
64,Male,Self-Employed,52760
49,Male,Student,57421
44,Male,Working Professional,13444
53,Female,Self-Employed,25959
41,Male,Self-Employed,61260
37,Female,Working Professional,45749
20,Male,Working Professional,68130
22,Male,Working Professional,61580
20,Female,Retired,50398
57,Female,Student,66651
23,Male,Self-Employed,38351
32,Female,Student,70091
23,Male,Self-Employed,38240
40,Female,Working Professional,62350
47,Male,Student,55660
56,Male,Student,64056
57,Male,Retired,61172
38,Male,Working Professional,70671
62,Female,Student,43261
54,Other,Self-Employed,38119
39,Male,Self-Employed,53931
19,Female,Student,69680
31,Other,Retired,34075
35,Male,Retired,47573
32,Female,Student,36281
54,Female,Student,60929
19,Male,Retired,37679
60,Female,Self-Employed,73494
37,Female,Retired,21615
27,Other,Retired,34943
22,Male,Student,67193
49,Female,Student,54820
19,Male,Student,63008
61,Female,Retired,79135
22,Male,Retired,85317
38,Male,Retired,68652
35,Female,Retired,53435
57,Male,Retired,44705
21,Male,Self-Employed,60264
49,Female,Student,39879
53,Male,Student,46069
21,Female,Self-Employed,69805
34,Female,Self-Employed,43449
59,Female,Student,66613
50,Male,Self-Employed,28266
39,Female,Retired,20594
35,Other,Retired,48990
44,Male,Retired,65050
32,Male,Self-Employed,52780
42,Male,Self-Employed,60168
27,Male,Self-Employed,53569
33,Female,Student,18434
21,Female,Working Professional,33958
48,Female,Self-Employed,24192
49,Male,Retired,48244
41,Male,Retired,55740
35,Male,Student,41557
49,Male,Retired,51639
45,Female,Student,55386
28,Female,Working Professional,69566
25,Male,Self-Employed,72125
18,Female,Self-Employed,55412
19,Male,Student,48565
38,Female,Self-Employed,17248
36,Male,Retired,32400
59,Female,Retired,66101
47,Male,Retired,27865
57,Female,Working Professional,25184
42,Male,Student,52076
26,Male,Working Professional,39223
59,Male,Working Professional,48190
45,Male,Student,41253
54,Male,Student,56948
49,Male,Self-Employed,63200
58,Male,Student,57554
28,Male,Self-Employed,31992
38,Male,Student,45173
41,Female,Self-Employed,44299
18,Female,Working Professional,59137
